#Seen are the grid output values for t=0.100000. If you want to see which gridpoints corrosponds to which coordinate entry, see the gridmapping.txt file
#The following dimensions are plotted:
#Susceptibles
#Exposed
#Infected
#Recovered
#Deaths
#The values are plotted in the above order. Each dimension has 11 rows 
1.08438e-308	-4.74023e-309	6.29235e-310	0	7.42439e-225	8333.33	1.27946e-223	-5.59301e-224	8.2357e+258	-2.96485e+259	8.2357e+258	
-9.48047e-309	1.8877e-309	0	0	33333.3	-87777.8	33333.3	1.48488e-224	-3.48176e-309	8.2357e+258	-4.74023e-309	
1.8877e-309	0	0	58333.3	-255000	406943	-255000	58333.3	6.29235e-310	0	6.29235e-310	
0	0	58333.3	-334445	684441	-836294	684441	-334445	58333.3	0	0	
0	33333.3	-255000	684441	-688236	547877	-688236	684441	-255000	33333.3	0	
8333.33	-87777.8	406943	-836294	547877	-233233	547877	-836294	406943	-87777.8	8333.33	
0	33333.3	-255000	684441	-688236	547877	-688236	684441	-255000	33333.3	0	
0	0	58333.3	-334445	684441	-836294	684441	-334445	58333.3	0	0	
0	0	0	58333.3	-255000	406943	-255000	58333.3	0	0	0	
0	0	0	0	33333.3	-87777.8	33333.3	0	0	0	0	
0	0	0	0	0	8333.33	0	0	0	0	0	
0	0	0	0	0	1666.67	0	0	0	0	0	
0	0	0	0	6666.67	-18055.5	6666.67	0	0	0	0	
0	0	0	11666.7	-52499.8	84784.3	-52499.8	11666.7	0	0	0	
0	0	11666.7	-68888.5	143181	-175446	143181	-68888.5	11666.7	0	0	
0	6666.67	-52499.8	143181	-143443	113066	-143443	143181	-52499.8	6666.67	0	
1666.67	-18055.5	84784.3	-175446	113066	-46657.2	113066	-175446	84784.3	-18055.5	1666.67	
0	6666.67	-52499.8	143181	-143443	113066	-143443	143181	-52499.8	6666.67	0	
0	0	11666.7	-68888.5	143181	-175446	143181	-68888.5	11666.7	0	0	
0	0	0	11666.7	-52499.8	84784.3	-52499.8	11666.7	0	0	0	
0	0	0	0	6666.67	-18055.5	6666.67	0	0	0	0	
0	0	0	0	0	1666.67	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	59.3393	0	0	0	0	0	
0	0	0	0	178.018	-405.485	178.018	0	0	0	0	
0	0	0	237.357	-751.63	981.275	-751.63	237.357	0	0	0	
0	0	178.018	-751.63	694.468	-413.199	694.468	-751.63	178.018	0	0	
0	59.3393	-405.485	981.275	-413.199	2.17578	-413.199	981.275	-405.485	59.3393	0	
0	0	178.018	-751.63	694.468	-413.199	694.468	-751.63	178.018	0	0	
0	0	0	237.357	-751.63	981.275	-751.63	237.357	0	0	0	
0	0	0	0	178.018	-405.485	178.018	0	0	0	0	
0	0	0	0	0	59.3393	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	-1666.67	0	0	0	0	0	
0	0	0	0	-6666.67	17888.9	-6666.67	0	0	0	0	
0	0	0	-11666.7	52000	-83661.1	52000	-11666.7	0	0	0	
0	0	-11666.7	68222.2	-141100	172761	-141100	68222.2	-11666.7	0	0	
0	-6666.67	52000	-141100	141544	-111889	141544	-141100	52000	-6666.67	0	
-1666.67	17888.9	-83661.1	172761	-111889	46666.7	-111889	172761	-83661.1	17888.9	-1666.67	
0	-6666.67	52000	-141100	141544	-111889	141544	-141100	52000	-6666.67	0	
0	0	-11666.7	68222.2	-141100	172761	-141100	68222.2	-11666.7	0	0	
0	0	0	-11666.7	52000	-83661.1	52000	-11666.7	0	0	0	
0	0	0	0	-6666.67	17888.9	-6666.67	0	0	0	0	
0	0	0	0	0	-1666.67	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	5.93393	0	0	0	0	0	
0	0	0	0	11.8679	-16.2194	11.8679	0	0	0	0	
0	0	0	11.8679	-10.2855	1.58238	-10.2855	11.8679	0	0	0	
0	0	5.93393	-16.2194	1.58238	1.58238	1.58238	-16.2194	5.93393	0	0	
0	0	0	11.8679	-10.2855	1.58238	-10.2855	11.8679	0	0	0	
0	0	0	0	11.8679	-16.2194	11.8679	0	0	0	0	
0	0	0	0	0	5.93393	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	
