#[TIME]:0.000000
#Seen are the grid output values for t=0.000000. If you want to see which gridpoints correspond to which coordinate entries, look for gridmapping text file (if you generated it)
#The following dimensions are plotted:
#Susceptibles
#Exposed
#Infected
#Recovered
#Deaths
#The values are plotted in the above order. Each dimension has 5 rows 
0.0673794699908547	0.439369336234074	0.820849986238988	0.439369336234074	0.0673794699908547	
0.439369336234074	2.8650479686019	5.3526142851899	2.8650479686019	0.439369336234074	
0.820849986238988	5.3526142851899	10	5.3526142851899	0.820849986238988	
0.439369336234074	2.8650479686019	5.3526142851899	2.8650479686019	0.439369336234074	
0.0673794699908547	0.439369336234074	0.820849986238988	0.439369336234074	0.0673794699908547	
6.06530659712633	7.31615628946642	7.78800783071405	7.31615628946642	6.06530659712633	
7.31615628946642	8.82496902584595	9.39413062813476	8.82496902584595	7.31615628946642	
7.78800783071405	9.39413062813476	10	9.39413062813476	7.78800783071405	
7.31615628946642	8.82496902584595	9.39413062813476	8.82496902584595	7.31615628946642	
6.06530659712633	7.31615628946642	7.78800783071405	7.31615628946642	6.06530659712633	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
0	0	0	0	0	
